index,Unnamed: 0,timestamp,fps,fails,edge_preprocess_time,edge_inf_time,mobile_preprocess_time,mobile_inf_time,comm_time,end_to_end_latency,jpeg_compression,type,other_clients,position,energon_gpu_in_power_mW,energon_network_metrics_wlan0_rx_errors,energon_gpu_total_usage_percentage,energon_network_metrics_wlan0_tx_packets,energon_network_metrics_wlan0_rx_dropped,energon_network_quality_wlan0_bit_rate_Mbs,energon_network_metrics_wlan0_rx_bytes,energon_cpu_in_power_mW,energon_ram_used_percentage,energon_total_in_power_mW,energon_cpu_total_usage_percentage,energon_network_quality_wlan0_signal_level_dBm,energon_network_metrics_wlan0_rx_packets,energon_network_metrics_wlan0_tx_bytes,energon_network_metrics_wlan0_tx_errors,energon_network_quality_wlan0_link_quality_x_over_70,energon_network_metrics_wlan0_tx_dropped
36.0,36,1691100542.7078416,8.485656334944599,0.0333333333333333,0.0004808902740478,0.0195045471191406,0.0221438407897949,0.0016231536865234,0.07,0.10132700920104981,-1,split,30,1,939.0,0.0,99.7,8744.0,0.0,144.4,584075.0,3123.0,12.890907550007194,5888.0,55.08684863523573,-41.0,5999.0,7112261.0,0.0,69.0,0.0
37.0,37,1691100542.781663,8.829207880753701,0.0333333333333333,0.0004308223724365,0.020090103149414,0.0223054885864257,0.0016028881072998,0.09,0.12148865699768059,-1,split,30,1,939.0,0.0,99.7,8744.0,0.0,144.4,584075.0,3123.0,12.890907550007194,5888.0,55.08684863523573,-41.0,5999.0,7112261.0,0.0,69.0,0.0
38.0,38,1691100542.8576653,9.22115417829488,0.0333333333333333,0.0004692077636718,0.0198967456817626,0.0241498947143554,0.0020568370819091,0.07,0.10368020057678232,-1,split,30,1,939.0,0.0,99.7,8744.0,0.0,144.4,584075.0,3123.0,12.890907550007194,5888.0,55.08684863523573,-41.0,5999.0,7112261.0,0.0,69.0,0.0
39.0,39,1691100542.959841,9.132243496400893,0.0333333333333333,0.000504732131958,0.0221726894378662,0.0232024192810058,0.0016169548034667,0.07,0.09853417396545411,-1,split,30,1,939.0,0.0,99.7,8744.0,0.0,144.4,584075.0,3123.0,12.890907550007194,5888.0,55.08684863523573,-41.0,5999.0,7112261.0,0.0,69.0,0.0
40.0,40,1691100543.665979,8.776273293004587,0.0333333333333333,0.0002932548522949,0.0207149982452392,0.021677017211914,0.0015561580657958,0.06,0.08682256698608398,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
41.0,41,1691100543.77978,9.037065779632885,0.0,0.0004682540893554,0.0194084644317626,0.0434377193450927,0.0015599727630615,0.09,0.1484807395935058,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
42.0,42,1691100544.482792,8.996282726871335,0.0,0.0002977848052978,0.0205466747283935,0.0344319343566894,0.0016720294952392,0.06,0.10686737060546875,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
43.0,43,1691100544.5669067,8.985239519394403,0.0,0.0009849071502685,0.0282020568847656,0.0204956531524658,0.0014727115631103,0.07,0.09956914901733391,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
44.0,44,1691100544.6560855,8.906020957558807,0.0,0.0010592937469482,0.0281994342803955,0.0247120857238769,0.0014700889587402,0.07,0.10362011909484861,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
45.0,45,1691100544.7577822,8.790556071367531,0.0,0.0005104541778564,0.0194368362426757,0.0245947837829589,0.0015201568603515,0.07,0.099721736907959,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
46.0,46,1691100544.832933,8.753192644587694,0.0,0.0004405975341796,0.0200312137603759,0.0226569175720214,0.0016367435455322,0.07,0.1020518016815185,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
47.0,47,1691100544.90218,8.772042877925887,0.0,0.000544786453247,0.0196776390075683,0.022611379623413,0.0014829635620117,0.07,0.0985882949829102,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
